Gene	number_of_undetected_samples	chi^2	pvalue	BH-corrected P-value	Bonferroni-corrected P-value
FBLN5	0	140.03536693478313	4.9837204916356414e-20	1.6314092921185775e-18	4.551631925010831e-16
CYP4A11	0	139.71917801268387	5.721602204527834e-20	1.866264033355454e-18	5.225539293395272e-16
NCAM1	0	139.4511380622304	6.43183995057703e-20	2.0904624294882565e-18	5.874199426862002e-16
CPLX2	0	139.3700341452183	6.66360022661222e-20	2.158108541476929e-18	6.08586608696494e-16
PBLD	0	139.2461448850179	7.033805786924883e-20	2.2699557686213766e-18	6.423974825198496e-16
SLC15A1	0	139.2222104629412	7.107656905136676e-20	2.2857123420638474e-18	6.491423051461326e-16
CNGA3	10	114.2553548533766	7.376903296820763e-20	2.3639739582408432e-18	6.737325780986403e-16
FEN1	0	138.75898828647627	8.699512031508323e-20	2.778064453977815e-18	7.945264338376551e-16
MAGEC2	1	136.35062413247363	9.075910415884843e-20	2.888163408650741e-18	8.289028982827628e-16
PAGE5	0	138.38438831708294	1.0243325563277168e-19	3.248343485048971e-18	9.355229236941038e-16
ADH4	0	138.1127702510157	1.15309702640381e-19	3.64402600074256e-18	1.0531235142145996e-15
CA14	0	137.89766226743706	1.2664307051541077e-19	3.9883833207491255e-18	1.1566311630172466e-15
SDS	0	137.8760245844496	1.278428659760367e-19	4.01233297236819e-18	1.1675888949591432e-15
BASP1	0	137.7540980309252	1.3481869505529818e-19	4.216777883356295e-18	1.2312991419400382e-15
PZP	10	112.64468046126605	1.5610395812353287e-19	4.865861602533193e-18	1.4256974495422257e-15
BDH2	0	137.13155621328514	1.768133018935532e-19	5.492639068686468e-18	1.6148358861938214e-15
HSP90B2P	10	111.99928314100116	2.1074744679031903e-19	6.5245980730033346e-18	1.9247564315359836e-15
ANXA13	0	136.65810175471063	2.172827151652604e-19	6.704199451365956e-18	1.984443037604323e-15
ITGA9	0	136.4316129948928	2.397886575533431e-19	7.373703062069639e-18	2.1899898094346825e-15
TIMP1	0	136.31795559564148	2.519442795558493e-19	7.721500352965005e-18	2.301007105183572e-15
SLC22A7	0	136.17761832284458	2.678045674309555e-19	8.180130817213769e-18	2.4458591143469167e-15
SNCG	10	111.32033630499107	2.889526355172455e-19	8.796681400596677e-18	2.639004420179003e-15
CHST4	0	135.76023368192693	3.211067385425363e-19	9.743082535245794e-18	2.932667843108984e-15
PRKAR2B	0	135.64425438190904	3.377132548124187e-19	1.0213030318549072e-17	3.0843351562018198e-15
NDRG2	0	135.61700326273018	3.4173789457969063e-19	1.0300634294377276e-17	3.1210921911963147e-15
MCM6	0	135.5359022613338	3.5400074111746383e-19	1.0635160423111176e-17	3.2330887686257973e-15
TUBB4A	0	135.5007578085128	3.59450143704499e-19	1.0763469385092424e-17	3.282858162453189e-15
CCNB1	10	110.44062524676717	4.348387780413999e-19	1.2978374378601653e-17	3.971382559852106e-15
CD34	0	135.03597043894607	4.399023088716078e-19	1.3086735462294443e-17	4.017627786924394e-15
SULT1A2	0	134.1186033997138	6.551730362101137e-19	1.9427582271775872e-17	5.983695339706968e-15
PLIN2	0	133.94595511041626	7.061466075145218e-19	2.0871317043463198e-17	6.449236966430128e-15
BHMT2	0	133.47104270448204	8.676984041043876e-19	2.5563514595759265e-17	7.924689524685372e-15
GCK	0	132.9282455001175	1.097927807668727e-18	3.224236227472181e-17	1.0027374667438484e-14
ASPA	0	132.74364763336825	1.1893727762577776e-18	3.481583835116116e-17	1.0862541565562282e-14
HLA-DRB3	0	132.22723959373866	1.4875626953246868e-18	4.340546356677433e-17	1.3585910096400364e-14
OIT3	0	132.18793482143357	1.5131004150233556e-18	4.40100193962048e-17	1.3819146090408307e-14
SOD2	0	132.1462636305764	1.5406533616442128e-18	4.466916556157649e-17	1.4070787151896596e-14
GZMK	0	132.09049809826672	1.5783099204596686e-18	4.561615349227264e-17	1.4414704503558154e-14
IFI27	0	131.8428747333905	1.7569224313942713e-18	5.061820998714157e-17	1.604597256592388e-14
COLEC10	0	131.83251026395797	1.7648228409494163e-18	5.0685933982361694e-17	1.6118127006391018e-14
GPX2	0	131.71173026984792	1.8595425876083172e-18	5.3238879161839376e-17	1.698320245262676e-14
OLFM4	0	131.33928471448266	2.18474573011e-18	6.235400860342073e-17	1.9953282753094632e-14
HPD	0	130.78745980825173	2.7736469740868235e-18	7.891500876739863e-17	2.5331717814334957e-14
SULT1E1	0	130.67804297428694	2.9080053230988128e-18	8.248078452130887e-17	2.6558812615861457e-14
CCDC85B	10	106.34321259638841	2.908370407756635e-18	8.223574902179984e-17	2.656214693404135e-14
NPR3	0	130.64662550931754	2.947770214030569e-18	8.30925474220407e-17	2.6921985364741186e-14
ACSM1	0	130.58309876145032	3.029840055360831e-18	8.514316684803222e-17	2.767152922561047e-14
VNN2	0	130.41413764725576	3.25937975157071e-18	9.131262353096716e-17	2.976791527109529e-14
CEP152	0	130.13321221801849	3.680041818731773e-18	1.0278233006262167e-16	3.3609821930477286e-14
SNCA	0	130.046771455652	3.8200626970151784e-18	1.0636778235316959e-16	3.4888632611839625e-14
NMES1	10	105.59167795451604	4.118738051058232e-18	1.1433566753895086e-16	3.7616434620314834e-14
ACADL	0	129.73731133550692	4.3663318520392266e-18	1.2084154183234624e-16	3.987770880467426e-14
SAT2	0	129.61385606460934	4.605402533571024e-18	1.2707293455922708e-16	4.206114133910416e-14
AKR1C4	0	129.53881763111244	4.757047097569145e-18	1.3086178054849096e-16	4.3446111142099004e-14
FADS2	0	129.1636259322119	5.593294093525102e-18	1.534040689374317e-16	5.108355495616475e-14
INO80B	0	128.938085990218	6.164958377405221e-18	1.685765414995266e-16	5.6304564860841884e-14
PCNA	0	128.86334772963568	6.366963143998508e-18	1.7358052057951754e-16	5.814947439413838e-14
TMEM56	0	128.37885882096708	7.846398851599986e-18	2.132772640228056e-16	7.166116071166267e-14
LOXL1	0	128.36631640733336	7.888940674811955e-18	2.137973150832569e-16	7.204969518305759e-14
PPP1R1A	0	128.33035350339074	8.012200461075554e-18	2.1649534559468353e-16	7.317542681100303e-14
STARD5	0	128.19005362269624	8.511703252763935e-18	2.293138224409824e-16	7.773738580749302e-14
IGHG2	0	128.09842515134628	8.854565123758355e-18	2.37849244927309e-16	8.086874327528505e-14
SDC2	0	128.09084466386452	8.883539643613669e-18	2.379277641205972e-16	8.113336756512364e-14
CFHR5	0	128.0865095929734	8.900151841841798e-18	2.3767569231444777e-16	8.128508677154114e-14
SLC13A5	0	128.01355880831804	9.184395226745239e-18	2.4455125832613485e-16	8.388108160586426e-14
DAK	0	127.75529023539751	1.02654298669757e-17	2.7254119469502634e-16	9.375417097508906e-14
CAMK2B	0	127.6772057956884	1.0616590874664034e-17	2.81047317270454e-16	9.696132445830663e-14
PTGDS	0	127.61130232387501	1.0922275498182084e-17	2.883038789736907e-16	9.975314212489697e-14
TYMS	10	103.06842644821968	1.3228202223773234e-17	3.4816475766490186e-16	1.2081317090972095e-13
GSTZ1	0	126.47892212151356	1.778201322285459e-17	4.666756516216408e-16	1.6240312676433097e-13
PBK	0	126.47193709264862	1.7835515252743772e-17	4.667385696369881e-16	1.6289176080330886e-13
SEC14L4	0	125.94874939578621	2.2334643217707288e-17	5.828065614494876e-16	2.0398229650732066e-13
GYS2	0	125.75977721849304	2.4224193683930384e-17	6.303121393599322e-16	2.212395609153362e-13
BHMT	0	125.75968525755529	2.422515095767067e-17	6.28546317319336e-16	2.2124830369640623e-13
ACSL5	0	125.68041919933393	2.5064463235537712e-17	6.48480857592538e-16	2.2891374273016594e-13
CPA1	10	101.64232097669412	2.5554208514394735e-17	6.592841422654438e-16	2.333865863619671e-13
COLEC11	0	125.56196392603462	2.637306914593597e-17	6.784936352389668e-16	2.408652405098332e-13
FCN1	0	125.20105621742825	3.079504565585504e-17	7.900313257722585e-16	2.8125115197492405e-13
TSPAN8	0	125.20002810264559	3.080864388037764e-17	7.881662312590728e-16	2.81375344559489e-13
FER1L6	10	101.08696113836439	3.301677086152246e-17	8.422965594365492e-16	3.015421682782846e-13
PSPH	0	125.02866864796017	3.316082440949556e-17	8.436150677769442e-16	3.02857809331923e-13
PON1	0	124.98361861537715	3.380838715172077e-17	8.576999996018494e-16	3.087719998566658e-13
SCAMP3	0	124.6158875921037	3.958821974335585e-17	1.0015490607093323e-15	3.61559210916069e-13
SPHK1	10	100.68649515523028	3.971375996989082e-17	1.0019496403453393e-15	3.627057698050129e-13
COL11A1	0	124.34358075940604	4.4493877351230855e-17	1.119456148343778e-15	4.063625818487914e-13
CBFA2T3	0	124.27024572703567	4.591561850333921e-17	1.1520531422829586e-15	4.19347343790997e-13
OASL	0	124.00026404659823	5.155121279381232e-17	1.2899102094407888e-15	4.708172264458879e-13
TM4SF5	1	121.6556477256326	5.434347776181906e-17	1.3560627934390532e-15	4.963189823986934e-13
MAPK8IP3	10	99.89017327478977	5.732605855134838e-17	1.42659098841816e-15	5.235588927494647e-13
THSD4	0	123.73354114047049	5.779535802743316e-17	1.434361426262356e-15	5.278450048645471e-13
GGH	0	123.14326265910412	7.442503849248112e-17	1.842070126156721e-15	6.797238765518301e-13
TPSAB1;TPSB2	0	123.06303164792843	7.702648008827539e-17	1.9013049801249168e-15	7.034828426462191e-13
LCN2	0	122.78555866560765	8.674228126325464e-17	2.1353564818795273e-15	7.922172547773046e-13
CMC4	0	122.28767766982564	1.073381526394096e-16	2.6352670646659356e-15	9.80319348055728e-13
NRCAM	0	122.24844527278118	1.0915463814143883e-16	2.672679115672281e-15	9.969093101457608e-13
LIN28B	10	98.46410348781413	1.1055119814822796e-16	2.6996366114646146e-15	1.009664092687766e-12
C1QA	0	122.20091066652725	1.1139662383710162e-16	2.713027641344664e-15	1.017385365504249e-12
TESC	0	121.92586382526399	1.253003931928173e-16	3.043533220824469e-15	1.1443684910300004e-12
MCM7	0	121.78728011514531	1.329481541845021e-16	3.220730748453734e-15	1.2142154921670577e-12
SPP2	0	121.68384390173645	1.389579597539768e-16	3.3574154667541538e-15	1.2691030464330702e-12
GPD1	0	121.53618794516369	1.4800911496256e-16	3.566668197765331e-15	1.3517672469530605e-12
MAPT	0	121.49517415419423	1.506259026231825e-16	3.62017465436191e-15	1.3756663686575257e-12
AHSP	0	121.35724924784546	1.5976886843300057e-16	3.829840092909696e-15	1.4591690753985942e-12
CYP4F12	0	121.12856502786691	1.7616300193668825e-16	4.211771457297837e-15	1.6088966966877738e-12
MCM2	0	120.93859617095521	1.9104914423404458e-16	4.5557489145940704e-15	1.7448518342895291e-12
NNMT	0	120.86550074091954	1.9710536044247618e-16	4.687925148232123e-15	1.800163256921135e-12
ARMCX3	0	120.8342671113314	1.9975117819591653e-16	4.738513014190404e-15	1.8243275104633056e-12
ASH1L	0	120.52554335767078	2.278847111096436e-16	5.391893954829987e-15	2.0812710665643752e-12
FERMT1	0	120.46236842823677	2.341113271540499e-16	5.524906333069607e-15	2.1381387508979378e-12
MUC5B	0	120.28766905009482	2.5222689689559334e-16	5.937083116874882e-15	2.303588249347454e-12
FUOM	0	119.9048445765602	2.969578880493031e-16	6.972021572118985e-15	2.712116391554285e-12
BCO2	0	119.70506633140153	3.233559855514945e-16	7.572333887286665e-15	2.9532102160417994e-12
ZNF615	10	95.59232183669889	4.138528429626549e-16	9.666797991759405e-15	3.7797180147779274e-12
HLA-DRB5	10	95.41687408227149	4.485617088267634e-16	1.0450801241619465e-14	4.09671408671483e-12
INHBE	0	118.86394731278685	4.626864914347889e-16	1.0752457318763171e-14	4.225715726273927e-12
ALDH8A1	0	118.61526262955672	5.1434828540962e-16	1.1922697691995075e-14	4.69754289064606e-12
TRPA1	10	94.90233479972161	5.680222505470091e-16	1.3133537251255275e-14	5.187747214245834e-12
SULT1A4;SULT1A3	0	118.36100303253619	5.731143379520784e-16	1.3217811233627101e-14	5.234253248516332e-12
ADH6	0	118.0375336054228	6.576416830208489e-16	1.5129071765817162e-14	6.006241491029413e-12
PLAC9	0	117.96911247462188	6.770547668160788e-16	1.5536535641535797e-14	6.183541185331247e-12
OAS1	0	117.90214536416052	6.966081495930652e-16	1.5945168496825728e-14	6.362122230233465e-12
ANO4	0	117.74724992714167	7.44018400816393e-16	1.6987800136640295e-14	6.795120054656118e-12
LAMP1	0	117.6630597195215	7.711222671008188e-16	1.756274230780992e-14	7.0426596654317785e-12
G6PC	0	117.34033704674447	8.844485795541496e-16	2.0093703674298626e-14	8.077668877068049e-12
TAT	0	117.26664608078814	9.125700293240747e-16	2.0681146595078845e-14	8.334502077816775e-12
SLC38A4	0	117.05765001261373	9.972664162556427e-16	2.2544639058571252e-14	9.108034179662785e-12
FIGN	10	93.58159870109738	1.0407630626377434e-15	2.3469849508816075e-14	9.50528905107051e-12
FMO1	0	116.93341119786234	1.05128098182449e-15	2.3648643367002627e-14	9.601349207003067e-12
P4HA2	0	116.87082165204755	1.0795871296098605e-15	2.422572298458687e-14	9.859869254726857e-12
ANXA3	0	116.86595463768226	1.0818198028301386e-15	2.4216324164822688e-14	9.880260259247655e-12
CNTFR	0	116.52604026492273	1.2496881233186654e-15	2.790562745787132e-14	1.141340163026937e-11
FAM26F	0	116.43448543700337	1.2991816773914768e-15	2.8940064047844776e-14	1.1865426259616357e-11
XPNPEP2	0	116.15611719795803	1.4619844744377194e-15	3.24873581631136e-14	1.3352304205039692e-11
ADSSL1	0	115.93560819800331	1.6052520127417981e-15	3.5584385030026316e-14	1.4660766632370842e-11
ASB3	0	115.76475387432743	1.7258055923934444e-15	3.816412221629377e-14	1.5761782475329326e-11
ZFHX4	10	92.14943665082389	2.005173910716018e-15	4.423491141683428e-14	1.8313253326569394e-11
ABI3BP	0	115.00392459291926	2.3819687096694745e-15	5.242053066364171e-14	2.1754520225411313e-11
FCGBP	0	114.63003495941075	2.7902814914167577e-15	6.125875206997415e-14	2.5483640861109248e-11
CLGN	0	114.4454349576747	3.0168825741795757e-15	6.607479268580832e-14	2.7553188549982065e-11
SLC34A3	0	114.18164894058468	3.3728581842860624e-15	7.369453061503494e-14	3.080431379708461e-11
FTCD	0	113.87717863848945	3.836046509818314e-15	8.361482762331899e-14	3.503461277417066e-11
DAO	0	113.34361217431774	4.805690782049627e-15	1.045008902677601e-13	4.389037391245924e-11
TMC1	10	90.20346836571228	4.880721762507448e-15	1.0588036070541691e-13	4.457563185698052e-11
ZNF277	10	90.19468709441537	4.900333857418265e-15	1.0605390786682703e-13	4.475474911980101e-11
CBS	0	113.10971444401906	5.304366487931515e-15	1.145266646200438e-13	4.8444779134278525e-11
ASPDH	0	113.02065100498592	5.507522305139854e-15	1.1863255003028842e-13	5.030020121284229e-11
AKR7A3	0	112.83847119775149	5.9475389077305535e-15	1.2780911257483095e-13	5.431887284430314e-11
EMSY	0	112.69335950865309	6.3229435740076724e-15	1.355573794868828e-13	5.774744366141207e-11
SULT1B1	0	112.63989866784215	6.467119231103577e-15	1.3832365324981021e-13	5.906419993766898e-11
GCAT	0	112.54442047508884	6.7328040440851865e-15	1.4366985825848134e-13	6.149069933463e-11
MANF	0	112.19362284928208	7.805757812047738e-15	1.6617712377023773e-13	7.128998609743199e-11
ASPG	0	112.09214062655106	8.146783997760217e-15	1.730339029105676e-13	7.440457825154406e-11
C1QTNF5	0	112.07932527374736	8.190891601402705e-15	1.735670835164986e-13	7.48074129956109e-11
TINAG	10	88.98859577007264	8.49734878323446e-15	1.796441815677785e-13	7.760628643728033e-11
BICC1	0	111.983873810834	8.526985483872284e-15	1.7985440744620223e-13	7.787695842420558e-11
CYP2A7	10	88.87721210546165	8.940163273662834e-15	1.8813481838332413e-13	8.165051117836267e-11
TSPAN7	0	111.84566764523589	9.038111547346259e-15	1.8975878795842156e-13	8.254507276191337e-11
PHGDH	0	111.78527901988348	9.270920324445685e-15	1.9420026450266616e-13	8.467131532316244e-11
KCNB1	10	88.7435370820271	9.502094038053778e-15	1.985872422186388e-13	8.678262484954516e-11
ECHDC2	0	111.63334397104492	9.883417034785258e-15	2.0608504059062502e-13	9.026524777869376e-11
MZB1	0	111.59556655016746	1.0041865057545064e-14	2.0891196713111406e-13	9.171235357055907e-11
CHKA	0	111.18418877482772	1.1939971514690156e-14	2.478358178265118e-13	1.090477598436652e-10
GYG2	0	111.04148443088371	1.2678676177488408e-14	2.625722211541987e-13	1.1579434952900164e-10
GLS2	0	110.96549529275404	1.3090427427890144e-14	2.7048613959031826e-13	1.1955487369892068e-10
AEBP1	0	110.84992136861803	1.3742343693535616e-14	2.8331563194821844e-13	1.2550882495306078e-10
GSTM2	0	110.83331449466178	1.3838637856690197e-14	2.8465828726385487e-13	1.2638827954515156e-10
PGM5	0	110.78389783228128	1.412917152231249e-14	2.8998140115343813e-13	1.2904172351327996e-10
PFN2	0	110.61206552492482	1.518752593561113e-14	3.1100375419268265e-13	1.3870767436993646e-10
RRM2	0	110.52477702911543	1.5755031911906078e-14	3.219031464237991e-13	1.438907064514382e-10
HMGB3	0	110.1564607265725	1.8391628222108772e-14	3.7493468873330224e-13	1.679707405525194e-10
CA5A	0	110.12468003432134	1.8638748545423635e-14	3.7912625938831636e-13	1.7022769046535404e-10
FMO3	0	109.89200864880435	2.0551562637530254e-14	4.171053812634751e-13	1.8769742156856382e-10
LEPR	0	109.73741699264635	2.1929346768735368e-14	4.4408142802408006e-13	2.002807240388601e-10
MMP2	10	86.75428967262096	2.35143697168566e-14	4.75125527929317e-13	2.1475673862405132e-10
CAP2	0	109.08583375248625	2.8821892228188913e-14	5.810824320530891e-13	2.6323034172004934e-10
S100B	0	109.02408573691486	2.9577675305269235e-14	5.950064065264845e-13	2.701329085630239e-10
MAPKAPK5	0	108.85243254200368	3.178396659574672e-14	6.379845426790215e-13	2.902829669189548e-10
SLC2A10	0	108.80481135793187	3.2424582168009246e-14	6.494160283781326e-13	2.9613370894042845e-10
PTPRCAP	0	108.66969810507719	3.4313019769657734e-14	6.857348130334444e-13	3.133808095562841e-10
LBP	0	108.19591848053874	4.184271781078515e-14	8.34387645777076e-13	3.821495417659008e-10
CYP1B1	0	108.11776264519172	4.323409201817686e-14	8.602548200479505e-13	3.9485696240200927e-10
UGT1A7	0	107.99454358724627	4.552186219159604e-14	9.038068856431449e-13	4.1575116739584666e-10
NAT8	0	107.83054239763152	4.875485297949177e-14	9.658960352748338e-13	4.4527807226169835e-10
GPATCH4	0	107.81601114517622	4.9052106078509724e-14	9.696815688636998e-13	4.4799288481502934e-10
SLC27A5	0	107.79202300070811	4.9546764139846797e-14	9.773447017045806e-13	4.525105968892208e-10
HSD11B1	0	107.65312525616123	5.2510184245338746e-14	1.0335679153290492e-12	4.795755127126788e-10
HBE1	0	107.58285388472495	5.40760164525372e-14	1.0620994801312305e-12	4.938762582610223e-10
CPT1A	0	107.45321292834478	5.708776844942063e-14	1.1188467580441172e-12	5.213825892485586e-10
GLDC	0	107.41133054804189	5.809601159364839e-14	1.1361688948282456e-12	5.305908738847907e-10
FBLN2	0	107.20576781524855	6.330755933395191e-14	1.235444314950818e-12	5.781879393969828e-10
APCS	0	107.15020843465244	6.479435067208353e-14	1.2617629097828124e-12	5.917668046881389e-10
PRG3	0	107.11889328367516	6.564762450390843e-14	1.2756590523280759e-12	5.995597545941957e-10
SLCO1B1	0	107.10768161054744	6.595583195136694e-14	1.2789269919571851e-12	6.023746132118342e-10
G6PD	0	106.94569651770068	7.057296503215363e-14	1.3655569695734304e-12	6.445428896386591e-10
TMEM55A	0	106.90197587286065	7.187338697319948e-14	1.3877793725713125e-12	6.564196432262309e-10
CD9	0	106.89138730086914	7.219190446834416e-14	1.3909887415809856e-12	6.593286635093872e-10
WHSC1	10	83.85295708649372	8.784322612493528e-14	1.6889940719979663e-12	8.022721841990339e-10
SERINC2	0	106.30595977564823	9.217368141295479e-14	1.7685341015641094e-12	8.418222323445161e-10
STEAP3	0	106.24307240940793	9.462363003115502e-14	1.8117350378921146e-12	8.641976130745387e-10
CTSG	0	106.17307777756803	9.74267670560987e-14	1.8615034801743715e-12	8.897986635233494e-10
